text,target,keywords_sorted,keywords_indices,keywords_count
"['find', 'historical', 'information', 'about', 'madam', 'c', 'j', 'walker']","['find', 'historical', '<KEYWORD>', 'information', '<KEYWORD>', 'about', '<KEYWORD>', 'madam', '<KEYWORD>', '<KEYWORD>', 'c', '<KEYWORD>', 'j', '<KEYWORD>', 'walker', '<KEYWORD>']","['information', 'madam', 'c', 'walker']","[2, 4, 5, 7]",4
"['find', 'historical', 'information', 'about', 'the', 'uss', 'yorktown', 'aircraft', 'carriers', 'used', 'during', 'world', 'war', '2']","['<KEYWORD>', 'find', '<KEYWORD>', 'historical', 'information', 'about', 'the', 'uss', '<KEYWORD>', 'yorktown', '<KEYWORD>', 'aircraft', '<KEYWORD>', 'carriers', '<KEYWORD>', 'used', 'during', 'world', '<KEYWORD>', 'war', '<KEYWORD>', '2']","['find', 'yorktown', 'carriers', 'war']","[0, 6, 8, 12]",4
"['find', 'historical', 'information', 'about', 'the', 'office', 'of', 'the', 'president', 'of', 'the', 'united', 'states']","['find', 'historical', 'information', 'about', 'the', 'office', 'of', 'the', '<KEYWORD>', 'president', '<KEYWORD>', 'of', 'the', '<KEYWORD>', 'united', '<KEYWORD>', '<KEYWORD>', 'states', '<KEYWORD>']","['president', 'united', 'states']","[8, 11, 12]",3
"['find', 'history', 'about', 'life', 'and', 'culture', 'in', 'india']","['find', '<KEYWORD>', 'history', '<KEYWORD>', 'about', '<KEYWORD>', 'life', '<KEYWORD>', 'and', '<KEYWORD>', 'culture', '<KEYWORD>', 'in', '<KEYWORD>', 'india', '<KEYWORD>']","['history', 'life', 'culture', 'india']","[1, 3, 5, 7]",4
"['find', 'home', 'remedies', 'for', 'a', 'sore', 'throat']","['<KEYWORD>', 'find', '<KEYWORD>', 'home', 'remedies', 'for', 'a', '<KEYWORD>', 'sore', '<KEYWORD>', '<KEYWORD>', 'throat', '<KEYWORD>']","['find', 'sore', 'throat']","[0, 5, 6]",3
"['find', 'ideas', 'for', 'how', 'to', 'celebrate', 'poem', 'in', 'your', 'pocket', 'day', 'and', 'national', 'poetry', 'month']","['find', 'ideas', 'for', 'how', 'to', 'celebrate', '<KEYWORD>', 'poem', '<KEYWORD>', 'in', 'your', '<KEYWORD>', 'pocket', '<KEYWORD>', '<KEYWORD>', 'day', '<KEYWORD>', 'and', '<KEYWORD>', 'national', '<KEYWORD>', 'poetry', 'month']","['poem', 'pocket', 'day', 'national']","[6, 9, 10, 12]",4
"['find', 'inexpensive', 'hotels', 'in', 'new', 'york', 'city']","['<KEYWORD>', 'find', '<KEYWORD>', '<KEYWORD>', 'inexpensive', '<KEYWORD>', '<KEYWORD>', 'hotels', '<KEYWORD>', 'in', 'new', '<KEYWORD>', 'york', '<KEYWORD>', 'city']","['find', 'inexpensive', 'hotels', 'york']","[0, 1, 2, 5]",4
"['find', 'information', 'about', 'afghanistan', 's', 'history', 'government', 'religion', 'and', 'culture']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', 'afghanistan', 's', '<KEYWORD>', 'history', '<KEYWORD>', '<KEYWORD>', 'government', '<KEYWORD>', '<KEYWORD>', 'religion', '<KEYWORD>', 'and', 'culture']","['find', 'history', 'government', 'religion']","[0, 5, 6, 7]",4
"['find', 'information', 'about', 'atari', 'arcade', 'games']","['find', 'information', 'about', '<KEYWORD>', 'atari', '<KEYWORD>', '<KEYWORD>', 'arcade', '<KEYWORD>', '<KEYWORD>', 'games', '<KEYWORD>']","['atari', 'arcade', 'games']","[3, 4, 5]",3
"['find', 'information', 'about', 'bellevue', 'hospital', 'center', 'in', 'new', 'york', 'ny']","['find', 'information', 'about', '<KEYWORD>', 'bellevue', '<KEYWORD>', '<KEYWORD>', 'hospital', '<KEYWORD>', '<KEYWORD>', 'center', '<KEYWORD>', 'in', 'new', 'york', 'ny']","['bellevue', 'hospital', 'center']","[3, 4, 5]",3
"['find', 'information', 'about', 'bellevue', 'nebraska']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', '<KEYWORD>', 'bellevue', '<KEYWORD>', '<KEYWORD>', 'nebraska', '<KEYWORD>']","['find', 'bellevue', 'nebraska']","[0, 3, 4]",3
"['find', 'information', 'about', 'bellevue', 'washington']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', '<KEYWORD>', 'bellevue', '<KEYWORD>', 'washington']","['find', 'bellevue']","[0, 3]",2
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","['find', 'information', 'about', '<KEYWORD>', 'c', '<KEYWORD>', 'j', '<KEYWORD>', 'walker', '<KEYWORD>', 's', '<KEYWORD>', 'involvement', '<KEYWORD>', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', '<KEYWORD>', 'day', '<KEYWORD>']","['c', 'walker', 'involvement', 'day']","[3, 5, 7, 16]",4
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","['find', 'information', 'about', '<KEYWORD>', 'flushing', '<KEYWORD>', 'a', '<KEYWORD>', 'neighborhood', '<KEYWORD>', 'in', '<KEYWORD>', 'new', '<KEYWORD>', '<KEYWORD>', 'york', '<KEYWORD>', 'city']","['flushing', 'neighborhood', 'new', 'york']","[3, 5, 7, 8]",4
"['find', 'information', 'about', 'ocd', 'in', 'children', 'and', 'how', 'to', 'identify', 'it']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', '<KEYWORD>', 'ocd', '<KEYWORD>', 'in', '<KEYWORD>', 'children', '<KEYWORD>', 'and', 'how', 'to', '<KEYWORD>', 'identify', '<KEYWORD>', 'it']","['find', 'ocd', 'children', 'identify']","[0, 3, 5, 9]",4
"['find', 'information', 'about', 'pvc', 'pipes', 'and', 'fittings']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', '<KEYWORD>', 'pvc', '<KEYWORD>', '<KEYWORD>', 'pipes', '<KEYWORD>', 'and', 'fittings']","['information', 'pvc', 'pipes']","[1, 3, 4]",3
"['find', 'information', 'about', 'saturn', 's', 'moon', 'titan']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', 'saturn', 's', '<KEYWORD>', 'moon', '<KEYWORD>', '<KEYWORD>', 'titan', '<KEYWORD>']","['information', 'moon', 'titan']","[1, 5, 6]",3
"['find', 'information', 'about', 'yahoo', 'the', 'company']","['find', 'information', 'about', '<KEYWORD>', 'yahoo', '<KEYWORD>', 'the', '<KEYWORD>', 'company', '<KEYWORD>']","['yahoo', 'company']","[3, 5]",2
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', '<KEYWORD>', 'building', '<KEYWORD>', 'chain', 'link', 'fences']","['information', 'building']","[1, 3]",2
"['find', 'information', 'about', 'buying', 'real', 'estate', 'in', 'india']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', '<KEYWORD>', 'buying', '<KEYWORD>', '<KEYWORD>', 'real', '<KEYWORD>', 'estate', 'in', '<KEYWORD>', 'india', '<KEYWORD>']","['information', 'buying', 'real', 'india']","[1, 3, 4, 7]",4
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', '<KEYWORD>', 'causes', '<KEYWORD>', 'of', '<KEYWORD>', 'excessive', '<KEYWORD>', 'facial', '<KEYWORD>', 'flushing', '<KEYWORD>']","['find', 'causes', 'excessive', 'flushing']","[0, 3, 5, 7]",4
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']","['find', 'information', 'about', '<KEYWORD>', 'computer', '<KEYWORD>', '<KEYWORD>', 'worms', '<KEYWORD>', '<KEYWORD>', 'viruses', '<KEYWORD>', 'and', '<KEYWORD>', 'spyware', '<KEYWORD>']","['computer', 'worms', 'viruses', 'spyware']","[3, 4, 5, 7]",4
"['find', 'information', 'about', 'electronically', 'filing', 'e', 'filing', 'my', 'federal', 'income', 'tax', 'return']","['find', 'information', 'about', '<KEYWORD>', 'electronically', '<KEYWORD>', 'filing', 'e', 'filing', 'my', '<KEYWORD>', 'federal', '<KEYWORD>', 'income', 'tax', 'return']","['electronically', 'federal']","[3, 8]",2
"['find', 'information', 'about', 'filing', 'an', 'claim', 'for', 'unemployment', 'in', 'connecticut']","['find', 'information', 'about', '<KEYWORD>', 'filing', '<KEYWORD>', 'an', '<KEYWORD>', 'claim', '<KEYWORD>', 'for', '<KEYWORD>', 'unemployment', '<KEYWORD>', 'in', '<KEYWORD>', 'connecticut', '<KEYWORD>']","['filing', 'claim', 'unemployment', 'connecticut']","[3, 5, 7, 9]",4
"['find', 'information', 'about', 'forecasting', 'tornadoes']","['find', 'information', 'about', '<KEYWORD>', 'forecasting', '<KEYWORD>', '<KEYWORD>', 'tornadoes', '<KEYWORD>']","['forecasting', 'tornadoes']","[3, 4]",2
"['find', 'information', 'about', 'horses', 'hooves', 'and', 'how', 'to', 'care', 'for', 'them']","['<KEYWORD>', 'find', '<KEYWORD>', '<KEYWORD>', 'information', '<KEYWORD>', 'about', '<KEYWORD>', 'horses', '<KEYWORD>', 'hooves', 'and', 'how', 'to', '<KEYWORD>', 'care', '<KEYWORD>', 'for', 'them']","['find', 'information', 'horses', 'care']","[0, 1, 3, 8]",4
"['find', 'information', 'about', 'how', 'people', 'live', 'in', 'india']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', 'how', '<KEYWORD>', 'people', '<KEYWORD>', '<KEYWORD>', 'live', '<KEYWORD>', 'in', '<KEYWORD>', 'india', '<KEYWORD>']","['find', 'people', 'live', 'india']","[0, 4, 5, 7]",4
"['find', 'information', 'about', 'human', 'memory']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', '<KEYWORD>', 'human', '<KEYWORD>', '<KEYWORD>', 'memory', '<KEYWORD>']","['find', 'human', 'memory']","[0, 3, 4]",3
"['find', 'information', 'about', 'iron', 'as', 'an', 'essential', 'nutrient']","['find', 'information', 'about', '<KEYWORD>', 'iron', '<KEYWORD>', 'as', 'an', 'essential', '<KEYWORD>', 'nutrient', '<KEYWORD>']","['iron', 'nutrient']","[3, 7]",2
"['find', 'information', 'about', 'iron', 'deficiencies']","['find', 'information', 'about', '<KEYWORD>', 'iron', '<KEYWORD>', '<KEYWORD>', 'deficiencies', '<KEYWORD>']","['iron', 'deficiencies']","[3, 4]",2
"['find', 'information', 'about', 'joint', 'pain', 'and', 'how', 'to', 'treat', 'it']","['find', 'information', 'about', '<KEYWORD>', 'joint', '<KEYWORD>', 'pain', 'and', 'how', 'to', '<KEYWORD>', 'treat', '<KEYWORD>', 'it']","['joint', 'treat']","[3, 8]",2
"['find', 'information', 'about', 'joints', 'in', 'the', 'human', 'body']","['find', 'information', 'about', '<KEYWORD>', 'joints', '<KEYWORD>', 'in', 'the', '<KEYWORD>', 'human', '<KEYWORD>', '<KEYWORD>', 'body', '<KEYWORD>']","['joints', 'human', 'body']","[3, 6, 7]",3
"['find', 'information', 'about', 'penguins']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', '<KEYWORD>', 'penguins', '<KEYWORD>']","['find', 'penguins']","[0, 3]",2
"['find', 'information', 'about', 'premature', 'ventricular', 'contractions']","['<KEYWORD>', 'find', '<KEYWORD>', '<KEYWORD>', 'information', '<KEYWORD>', 'about', '<KEYWORD>', 'premature', '<KEYWORD>', '<KEYWORD>', 'ventricular', '<KEYWORD>', 'contractions']","['find', 'information', 'premature', 'ventricular']","[0, 1, 3, 4]",4
"['find', 'information', 'about', 'pro', 'beach', 'volleyball', 'tournaments', 'and', 'events', 'sponsored', 'by', 'avp']","['find', 'information', 'about', 'pro', '<KEYWORD>', 'beach', '<KEYWORD>', 'volleyball', 'tournaments', 'and', '<KEYWORD>', 'events', '<KEYWORD>', '<KEYWORD>', 'sponsored', '<KEYWORD>', 'by', '<KEYWORD>', 'avp', '<KEYWORD>']","['beach', 'events', 'sponsored', 'avp']","[4, 8, 9, 11]",4
"['find', 'information', 'about', 'services', 'available', 'to', 'the', 'unemployed', 'in', 'michigan']","['find', 'information', 'about', 'services', '<KEYWORD>', 'available', '<KEYWORD>', 'to', 'the', '<KEYWORD>', 'unemployed', '<KEYWORD>', 'in', 'michigan']","['available', 'unemployed']","[4, 7]",2
"['find', 'information', 'about', 'solar', 'panels', 'that', 'i', 'can', 'install', 'on', 'my', 'home']","['find', 'information', 'about', '<KEYWORD>', 'solar', '<KEYWORD>', '<KEYWORD>', 'panels', '<KEYWORD>', 'that', 'i', 'can', 'install', 'on', 'my', '<KEYWORD>', 'home', '<KEYWORD>']","['solar', 'panels', 'home']","[3, 4, 11]",3
"['find', 'information', 'about', 'staying', 'at', 'the', 'bed', 'and', 'breakfast', 'at', 'fickle', 'creek', 'farm']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', '<KEYWORD>', 'staying', '<KEYWORD>', 'at', 'the', 'bed', 'and', '<KEYWORD>', 'breakfast', '<KEYWORD>', 'at', '<KEYWORD>', 'fickle', '<KEYWORD>', 'creek', 'farm']","['information', 'staying', 'breakfast', 'fickle']","[1, 3, 8, 10]",4
"['find', 'information', 'about', 'supports', 'and', 'braces', 'for', 'the', 'forearm', 'to', 'prevent', 'injury', 'or', 'lessen', 'pain']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', 'supports', 'and', 'braces', 'for', 'the', '<KEYWORD>', 'forearm', '<KEYWORD>', 'to', 'prevent', '<KEYWORD>', 'injury', '<KEYWORD>', 'or', '<KEYWORD>', 'lessen', '<KEYWORD>', 'pain']","['information', 'forearm', 'injury', 'lessen']","[1, 8, 11, 13]",4
"['find', 'information', 'about', 'tendinitis', 'in', 'the', 'forearms']","['<KEYWORD>', 'find', '<KEYWORD>', '<KEYWORD>', 'information', '<KEYWORD>', 'about', '<KEYWORD>', 'tendinitis', '<KEYWORD>', 'in', 'the', '<KEYWORD>', 'forearms', '<KEYWORD>']","['find', 'information', 'tendinitis', 'forearms']","[0, 1, 3, 6]",4
"['find', 'information', 'about', 'the', 'alexian', 'brothers', 'lay', 'catholic', 'order']","['find', 'information', 'about', 'the', '<KEYWORD>', 'alexian', '<KEYWORD>', 'brothers', 'lay', '<KEYWORD>', 'catholic', '<KEYWORD>', '<KEYWORD>', 'order', '<KEYWORD>']","['alexian', 'catholic', 'order']","[4, 7, 8]",3
"['find', 'information', 'about', 'the', 'avon', 'products', 'avp', 'company']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', 'the', '<KEYWORD>', 'avon', '<KEYWORD>', 'products', '<KEYWORD>', 'avp', '<KEYWORD>', 'company']","['find', 'avon', 'avp']","[0, 4, 6]",3
"['find', 'information', 'about', 'the', 'bowflex', 'power', 'pro']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', 'the', '<KEYWORD>', 'bowflex', '<KEYWORD>', '<KEYWORD>', 'power', '<KEYWORD>', '<KEYWORD>', 'pro', '<KEYWORD>']","['information', 'bowflex', 'power', 'pro']","[1, 4, 5, 6]",4
"['find', 'information', 'about', 'the', 'broadway', 'musical', 'the', 'secret', 'garden']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', 'the', 'broadway', 'musical', 'the', '<KEYWORD>', 'secret', '<KEYWORD>', '<KEYWORD>', 'garden', '<KEYWORD>']","['find', 'secret', 'garden']","[0, 7, 8]",3
"['find', 'information', 'about', 'the', 'california', 'franchise', 'tax', 'board']","['find', 'information', 'about', 'the', '<KEYWORD>', 'california', '<KEYWORD>', '<KEYWORD>', 'franchise', '<KEYWORD>', 'tax', '<KEYWORD>', 'board', '<KEYWORD>']","['california', 'franchise', 'board']","[4, 5, 7]",3
"['find', 'information', 'about', 'the', 'mgb', 'sports', 'car']","['find', 'information', 'about', 'the', '<KEYWORD>', 'mgb', '<KEYWORD>', '<KEYWORD>', 'sports', '<KEYWORD>', '<KEYWORD>', 'car', '<KEYWORD>']","['mgb', 'sports', 'car']","[4, 5, 6]",3
"['find', 'information', 'about', 'the', 'nasa', 'voyager', 'spacecraft', 'and', 'missions']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', 'the', '<KEYWORD>', 'nasa', '<KEYWORD>', 'voyager', '<KEYWORD>', 'spacecraft', '<KEYWORD>', 'and', '<KEYWORD>', 'missions', '<KEYWORD>']","['find', 'nasa', 'spacecraft', 'missions']","[0, 4, 6, 8]",4
"['find', 'information', 'about', 'the', 'panthers', 'sports', 'teams', 'at', 'porterville', 'high', 'school', 'in', 'california']","['find', 'information', 'about', 'the', '<KEYWORD>', 'panthers', '<KEYWORD>', 'sports', 'teams', 'at', 'porterville', '<KEYWORD>', 'high', '<KEYWORD>', '<KEYWORD>', 'school', '<KEYWORD>', 'in', 'california']","['panthers', 'high', 'school']","[4, 9, 10]",3
"['find', 'information', 'about', 'the', 'pink', 'floyd', 'album', 'the', 'wall']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', 'the', '<KEYWORD>', 'pink', '<KEYWORD>', 'floyd', '<KEYWORD>', 'album', '<KEYWORD>', 'the', '<KEYWORD>', 'wall', '<KEYWORD>']","['find', 'pink', 'album', 'wall']","[0, 4, 6, 8]",4
"['find', 'information', 'about', 'the', 'pocono', 'raceway', 'in', 'pennsylvania']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', 'the', '<KEYWORD>', 'pocono', '<KEYWORD>', '<KEYWORD>', 'raceway', '<KEYWORD>', 'in', '<KEYWORD>', 'pennsylvania', '<KEYWORD>']","['information', 'pocono', 'raceway', 'pennsylvania']","[1, 4, 5, 7]",4
"['find', 'information', 'about', 'the', 'ritz', 'carlton', 'resort', 'at', 'lake', 'las', 'vegas']","['<KEYWORD>', 'find', '<KEYWORD>', '<KEYWORD>', 'information', '<KEYWORD>', 'about', 'the', 'ritz', 'carlton', 'resort', 'at', '<KEYWORD>', 'lake', '<KEYWORD>', 'las', '<KEYWORD>', 'vegas', '<KEYWORD>']","['find', 'information', 'lake', 'vegas']","[0, 1, 8, 10]",4
"['find', 'information', 'about', 'the', 'split', 'rock', 'resort', 'in', 'the', 'poconos']","['find', 'information', 'about', 'the', 'split', 'rock', '<KEYWORD>', 'resort', '<KEYWORD>', 'in', 'the', '<KEYWORD>', 'poconos', '<KEYWORD>']","['resort', 'poconos']","[6, 9]",2
"['find', 'information', 'about', 'the', 'sun', 'the', 'star', 'in', 'our', 'solar', 'system']","['find', 'information', 'about', 'the', '<KEYWORD>', 'sun', '<KEYWORD>', 'the', '<KEYWORD>', 'star', '<KEYWORD>', 'in', 'our', '<KEYWORD>', 'solar', '<KEYWORD>', 'system']","['sun', 'star', 'solar']","[4, 6, 9]",3
"['find', 'information', 'about', 'the', 'uss', 'yorktown', 'exhibit', 'at', 'the', 'patriots', 'point', 'museum']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', 'the', 'uss', '<KEYWORD>', 'yorktown', '<KEYWORD>', 'exhibit', 'at', 'the', '<KEYWORD>', 'patriots', '<KEYWORD>', '<KEYWORD>', 'point', '<KEYWORD>', 'museum']","['information', 'yorktown', 'patriots', 'point']","[1, 5, 9, 10]",4
"['find', 'information', 'about', 'the', 'vietnam', 'veterans', 'memorial', 'in', 'washington', 'dc']","['find', 'information', 'about', 'the', 'vietnam', '<KEYWORD>', 'veterans', '<KEYWORD>', 'memorial', 'in', '<KEYWORD>', 'washington', '<KEYWORD>', 'dc']","['veterans', 'washington']","[5, 8]",2
"['find', 'information', 'about', 'the', 'business', 'that', 'c', 'j', 'walker', 'started']","['find', 'information', 'about', 'the', '<KEYWORD>', 'business', '<KEYWORD>', 'that', '<KEYWORD>', 'c', '<KEYWORD>', 'j', '<KEYWORD>', 'walker', '<KEYWORD>', '<KEYWORD>', 'started', '<KEYWORD>']","['business', 'c', 'walker', 'started']","[4, 6, 8, 9]",4
"['find', 'information', 'about', 'the', 'current', 'president', 'of', 'the', 'united', 'states', 'barack', 'obama']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', 'the', 'current', 'president', 'of', 'the', '<KEYWORD>', 'united', '<KEYWORD>', 'states', '<KEYWORD>', 'barack', '<KEYWORD>', '<KEYWORD>', 'obama', '<KEYWORD>']","['information', 'united', 'barack', 'obama']","[1, 8, 10, 11]",4
"['find', 'information', 'about', 'the', 'element', 'iron', 'fe']","['find', 'information', 'about', 'the', '<KEYWORD>', 'element', '<KEYWORD>', '<KEYWORD>', 'iron', '<KEYWORD>', '<KEYWORD>', 'fe', '<KEYWORD>']","['element', 'iron', 'fe']","[4, 5, 6]",3
"['find', 'information', 'about', 'the', 'movie', 'pink', 'floyd', 'the', 'wall']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'about', 'the', '<KEYWORD>', 'movie', '<KEYWORD>', '<KEYWORD>', 'pink', '<KEYWORD>', 'floyd', 'the', '<KEYWORD>', 'wall', '<KEYWORD>']","['information', 'movie', 'pink', 'wall']","[1, 4, 5, 8]",4
"['find', 'information', 'about', 'the', 'planet', 'uranus']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', 'the', 'planet', '<KEYWORD>', 'uranus', '<KEYWORD>']","['find', 'uranus']","[0, 5]",2
"['find', 'information', 'about', 'the', 'war', 'in', 'afghanistan']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', 'the', '<KEYWORD>', 'war', '<KEYWORD>', 'in', '<KEYWORD>', 'afghanistan', '<KEYWORD>']","['find', 'war', 'afghanistan']","[0, 4, 6]",3
"['find', 'information', 'about', 'tornadoes', 'what', 'causes', 'them', 'and', 'where', 'they', 'occur']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', '<KEYWORD>', 'tornadoes', '<KEYWORD>', 'what', 'causes', 'them', 'and', 'where', 'they', '<KEYWORD>', 'occur', '<KEYWORD>']","['find', 'tornadoes', 'occur']","[0, 3, 10]",3
"['find', 'information', 'about', 'wild', 'bobcats']","['find', 'information', 'about', '<KEYWORD>', 'wild', '<KEYWORD>', '<KEYWORD>', 'bobcats', '<KEYWORD>']","['wild', 'bobcats']","[3, 4]",2
"['find', 'information', 'about', 'worms', 'in', 'nature']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'about', '<KEYWORD>', 'worms', '<KEYWORD>', 'in', 'nature']","['find', 'worms']","[0, 3]",2
"['find', 'information', 'for', 'tourists', 'about', 'dutchess', 'county', 'ny']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'for', '<KEYWORD>', 'tourists', '<KEYWORD>', 'about', '<KEYWORD>', 'dutchess', '<KEYWORD>', 'county', '<KEYWORD>', 'ny', '<KEYWORD>']","['find', 'tourists', 'dutchess', 'ny']","[0, 3, 5, 7]",4
"['find', 'information', 'for', 'visitors', 'and', 'immigrants', 'about', 'living', 'in', 'india']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'for', 'visitors', 'and', '<KEYWORD>', 'immigrants', '<KEYWORD>', 'about', '<KEYWORD>', 'living', '<KEYWORD>', 'in', '<KEYWORD>', 'india', '<KEYWORD>']","['find', 'immigrants', 'living', 'india']","[0, 5, 7, 9]",4
"['find', 'information', 'on', 'barbados', 'prime', 'minister', 'david', 'thompson']","['find', 'information', 'on', 'barbados', '<KEYWORD>', 'prime', '<KEYWORD>', '<KEYWORD>', 'minister', '<KEYWORD>', 'david', 'thompson']","['prime', 'minister']","[4, 5]",2
"['find', 'information', 'on', 'barbados', 'history']","['find', '<KEYWORD>', 'information', '<KEYWORD>', 'on', 'barbados', '<KEYWORD>', 'history', '<KEYWORD>']","['information', 'history']","[1, 4]",2
"['find', 'information', 'on', 'breeders', 'cup', 'races']","['<KEYWORD>', 'find', '<KEYWORD>', 'information', 'on', '<KEYWORD>', 'breeders', '<KEYWORD>', 'cup', '<KEYWORD>', 'races', '<KEYWORD>']","['find', 'breeders', 'races']","[0, 3, 5]",3
